UWI,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cement Amount,Cement Type,Cement Unit
100/02-04-059-22W4/02,DEVELOPMENT,Vertical,MANNVILLE GRP,REDWATER UPPER MANNVILLE OOO,REDWATER,,19991103,900.5,0,19991108,TEMPCO DRILLING LTD,13,,20060801,Abandoned Gas,403.9,234.5,PRIMARY,,724,711.5,830,WABAMUN GRP,30278.674,UPPER MANNVILLE OOO,YES,BWL,AB5,Calgary/Edmonton,0,11902.838,0,20150226,0,1892.4,19991107,634.2,639.44,,2.16,4.3,,13.11,110.25,0.74,,0,0,,,,,,0227915,8,0,,4972.9,175616.31,,0,18.5,GPSL/GPCEM/THX,Tonnes
100/03-31-091-01W6/02,DEVELOPMENT,Vertical,DEBOLT FM,STOWE BLUESKY A,STOWE,,20020224,687,0,20020302,ARTISAN CORPORATION,4,,20071101,Abandoned Gas,509.13,123.3,PRIMARY,,668.5,664.5,674,DEBOLT FM,71593.18,,,140,AB7,Drayton Valley/Grande Prairie,0,496.89505,0,20110207,0,79,20020301,628.5,465.43,,0.29,13.66,,0.34,80.25,2.36,,0,0,,,,,,0267835,3,0,,11758.3,415240.44,,0,9,CLASS G NEAT,Tonnes
100/03-31-091-01W6/02,DEVELOPMENT,Vertical,DEBOLT FM,STOWE BLUESKY A,STOWE,,20020224,687,0,20020302,ARTISAN CORPORATION,4,,20071101,Abandoned Gas,509.13,123.3,PRIMARY,,668.5,664.5,674,DEBOLT FM,71593.18,,,140,AB7,Drayton Valley/Grande Prairie,0,496.89505,0,20110207,0,79,20020301,628.5,465.43,,0.29,13.66,,0.34,80.25,2.36,,0,0,,,,,,0267835,3,0,,11758.3,415240.44,,0,12,TH CEM/CEM FNDU,Tonnes
103/08-26-049-06W5/00,DEVELOPMENT,Vertical,BANFF FM,,PEMBINA,,19980710,1835,0,19980718,ENSIGN DRILLING INC.,,,,Abandoned,525.86,274.7,PRIMARY,,,,1783,NORDEGG MBR,,,,BWL,AB5,Calgary/Edmonton,,,,20161220,,,19980717,796.6,,,,,,,,,,,,,,,,,0216191,,,,,,,,18,CLASS G NEAT,Cubic metres
103/08-26-049-06W5/00,DEVELOPMENT,Vertical,BANFF FM,,PEMBINA,,19980710,1835,0,19980718,ENSIGN DRILLING INC.,,,,Abandoned,525.86,274.7,PRIMARY,,,,1783,NORDEGG MBR,,,,BWL,AB5,Calgary/Edmonton,,,,20161220,,,19980717,796.6,,,,,,,,,,,,,,,,,0216191,,,,,,,,42.8,CLASS G NEAT,Cubic metres
103/08-26-049-06W5/00,DEVELOPMENT,Vertical,BANFF FM,,PEMBINA,,19980710,1835,0,19980718,ENSIGN DRILLING INC.,,,,Abandoned,525.86,274.7,PRIMARY,,,,1783,NORDEGG MBR,,,,BWL,AB5,Calgary/Edmonton,,,,20161220,,,19980717,796.6,,,,,,,,,,,,,,,,,0216191,,,,,,,,7.5,GPSL/GPCEM/THX,Cubic metres
100/09-28-005-05W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,MANYBERRIES SUNBURST Q,MANYBERRIES,INJECTION,19851101,1145.8,0,19851107,CACTUS DRILLING & EXPLORATION LTD,9,20180901,19910701,Abandoned Water Injection,480.4,515.8,WATER FLOOD,Waterflood,1088,1079,1099,RIERDON FM,67742.27,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,0,64420.87,20201113,10242.1,0,19851105,992,22.19,115.16,,12.44,23.44,,118.99,25.58,,0,251571,0,,2,8568,33,0118347,1,0,0,545.5,19264.15,,1582334,16,,Tonnes
100/09-11-025-22W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,HUSSAR UPPER MANNVILLE OO,HUSSAR,,19840720,1510,0,19840729,ENSIGN DRILLING INC.,6,,19901101,Abandoned Zone Crude Oil,544.77,340.6,WATER FLOOD,Waterflood,1456.5,1451,1490.7,PEKISKO FM,53818.188,UPPER MANNVILLE OO,YES,BWL,AB3,Calgary/Edmonton,0,150810.16,50391.45,,8011.6,23976.9,19840727,881.7,34.23,128.38,2.78,2.76,1.13,7.65,134.28,1.61,,0,0,,,,,,0107328,8,0,,562.8,19875.094,,0,16,CLASS G NEAT,Tonnes
100/09-11-025-22W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,HUSSAR UPPER MANNVILLE OO,HUSSAR,,19840720,1510,0,19840729,ENSIGN DRILLING INC.,6,,19901101,Abandoned Zone Crude Oil,544.77,340.6,WATER FLOOD,Waterflood,1456.5,1451,1490.7,PEKISKO FM,53818.188,UPPER MANNVILLE OO,YES,BWL,AB3,Calgary/Edmonton,0,150810.16,50391.45,,8011.6,23976.9,19840727,881.7,34.23,128.38,2.78,2.76,1.13,7.65,134.28,1.61,,0,0,,,,,,0107328,8,0,,562.8,19875.094,,0,31.6,G + 4 PC GEL,Tonnes
100/09-11-025-22W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,HUSSAR UPPER MANNVILLE OO,HUSSAR,,19840720,1510,0,19840729,ENSIGN DRILLING INC.,6,,19901101,Abandoned Zone Crude Oil,544.77,340.6,WATER FLOOD,Waterflood,1456.5,1451,1490.7,PEKISKO FM,53818.188,UPPER MANNVILLE OO,YES,BWL,AB3,Calgary/Edmonton,0,150810.16,50391.45,,8011.6,23976.9,19840727,881.7,34.23,128.38,2.78,2.76,1.13,7.65,134.28,1.61,,0,0,,,,,,0107328,8,0,,562.8,19875.094,,0,6,G + 18 PC SALT,Tonnes
100/06-31-038-16W4/02,OUTPOST,Deviated,DEVONIAN SYSTEM,,HALKIRK,,19870818,1258,1257.48,19870824,CACTUS DRILLING & EXPLORATION LTD,,,,Abandoned Zone,479.49,335.2,PRIMARY,,,,1239,WABAMUN GRP,,,YES,BWL,AB5,Calgary/Edmonton,,,,20190308,,,19870821,810,,,,,,,,,,,,,,,,,0127875,9,,,,,,,10.8,CLASS A NEAT,Cubic metres
100/06-31-038-16W4/02,OUTPOST,Deviated,DEVONIAN SYSTEM,,HALKIRK,,19870818,1258,1257.48,19870824,CACTUS DRILLING & EXPLORATION LTD,,,,Abandoned Zone,479.49,335.2,PRIMARY,,,,1239,WABAMUN GRP,,,YES,BWL,AB5,Calgary/Edmonton,,,,20190308,,,19870821,810,,,,,,,,,,,,,,,,,0127875,9,,,,,,,25.5,1:1:2 POZ,Cubic metres
100/06-31-038-16W4/02,OUTPOST,Deviated,DEVONIAN SYSTEM,,HALKIRK,,19870818,1258,1257.48,19870824,CACTUS DRILLING & EXPLORATION LTD,,,,Abandoned Zone,479.49,335.2,PRIMARY,,,,1239,WABAMUN GRP,,,YES,BWL,AB5,Calgary/Edmonton,,,,20190308,,,19870821,810,,,,,,,,,,,,,,,,,0127875,9,,,,,,,7.3,CLASS G NEAT,Cubic metres
100/14-19-039-02W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER MM,PROVOST,,19960903,870,0,19960906,SEDCO DRILLING,2,,20081001,Abandoned Crude Oil,392.6,300.5,PRIMARY,,796.5,794.5,803,CUMMINGS MBR,317851.6,LLOYDMINSTER MM,,BWL,AB4,Medicine Hat,0,5473986.5,311636.22,20210620,49546.2,870294.3,19960905,689.1,4.05,114.99,18.4,8.56,3.79,390.74,115.69,5.27,,0,0,,100,5,5700,31,0190325,1,0,,1020.8,36049.21,,0,17.5,CLASS G NEAT,Tonnes
100/14-19-039-02W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER MM,PROVOST,,19960903,870,0,19960906,SEDCO DRILLING,2,,20081001,Abandoned Crude Oil,392.6,300.5,PRIMARY,,796.5,794.5,803,CUMMINGS MBR,317851.6,LLOYDMINSTER MM,,BWL,AB4,Medicine Hat,0,5473986.5,311636.22,20210620,49546.2,870294.3,19960905,689.1,4.05,114.99,18.4,8.56,3.79,390.74,115.69,5.27,,0,0,,100,5,5700,31,0190325,1,0,,1020.8,36049.21,,0,13,1:1:2 POZ,Tonnes
100/14-19-039-02W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER MM,PROVOST,,19960903,870,0,19960906,SEDCO DRILLING,2,,20081001,Abandoned Crude Oil,392.6,300.5,PRIMARY,,796.5,794.5,803,CUMMINGS MBR,317851.6,LLOYDMINSTER MM,,BWL,AB4,Medicine Hat,0,5473986.5,311636.22,20210620,49546.2,870294.3,19960905,689.1,4.05,114.99,18.4,8.56,3.79,390.74,115.69,5.27,,0,0,,100,5,5700,31,0190325,1,0,,1020.8,36049.21,,0,9,GPSL/GPCEM/THX,Tonnes
100/08-06-036-07W4/00,OUTPOST,Deviated,MANNVILLE GRP,PROVOST DINA D7D,PROVOST,,19960609,1066,1056.34,19960615,CAMARO DRILLING LTD.,1,,19970801,Abandoned Crude Oil,364.2,420.5,PRIMARY,,1039,1038,1045.3,WINTERBURN GRP,4131.148,DINA D7D,,BWL,AB4,Medicine Hat,0,15492.433,4131.148,20000320,656.8,2463.1,19960613,781,,36.04,68.88,,8.49,78.06,36.04,8.49,,0,0,,8,5,8072,29,0184520,1,0,,0,0,,0,11,CLASS A NEAT,Tonnes
100/08-06-036-07W4/00,OUTPOST,Deviated,MANNVILLE GRP,PROVOST DINA D7D,PROVOST,,19960609,1066,1056.34,19960615,CAMARO DRILLING LTD.,1,,19970801,Abandoned Crude Oil,364.2,420.5,PRIMARY,,1039,1038,1045.3,WINTERBURN GRP,4131.148,DINA D7D,,BWL,AB4,Medicine Hat,0,15492.433,4131.148,20000320,656.8,2463.1,19960613,781,,36.04,68.88,,8.49,78.06,36.04,8.49,,0,0,,8,5,8072,29,0184520,1,0,,0,0,,0,26,1:1:2 POZ,Tonnes
100/08-06-036-07W4/00,OUTPOST,Deviated,MANNVILLE GRP,PROVOST DINA D7D,PROVOST,,19960609,1066,1056.34,19960615,CAMARO DRILLING LTD.,1,,19970801,Abandoned Crude Oil,364.2,420.5,PRIMARY,,1039,1038,1045.3,WINTERBURN GRP,4131.148,DINA D7D,,BWL,AB4,Medicine Hat,0,15492.433,4131.148,20000320,656.8,2463.1,19960613,781,,36.04,68.88,,8.49,78.06,36.04,8.49,,0,0,,8,5,8072,29,0184520,1,0,,0,0,,0,5,GPSL/GPCEM/THX,Tonnes
1B0/11-36-046-06W4/00,DEVELOPMENT,Vertical,SPARKY MBR,WAINWRIGHT WAINWRIGHT E,WAINWRIGHT,,19880621,650,0,19880624,CAYMAN VENTURES LTD.,2,,19960101,Abandoned Zone Crude Oil,485.8,169.3,PRIMARY,,622,620,641.1,GENERAL PETROLEUM MBR,57542.5,WAINWRIGHT E,,BWL,AB4,Medicine Hat,0,271289.6,53528.805,20220830,8510.4,43131.6,19880623,651.5,14.57,18.83,67.57,1.54,2.56,205.16,21.34,2.83,,0,0,,704,2,2916,20,0134434,5,0,,659.2,23279.428,,0,18,CLASS G NEAT,Tonnes
1B0/11-36-046-06W4/00,DEVELOPMENT,Vertical,SPARKY MBR,WAINWRIGHT WAINWRIGHT E,WAINWRIGHT,,19880621,650,0,19880624,CAYMAN VENTURES LTD.,2,,19960101,Abandoned Zone Crude Oil,485.8,169.3,PRIMARY,,622,620,641.1,GENERAL PETROLEUM MBR,57542.5,WAINWRIGHT E,,BWL,AB4,Medicine Hat,0,271289.6,53528.805,20220830,8510.4,43131.6,19880623,651.5,14.57,18.83,67.57,1.54,2.56,205.16,21.34,2.83,,0,0,,704,2,2916,20,0134434,5,0,,659.2,23279.428,,0,12,1:1:2 POZ,Tonnes
1B0/11-36-046-06W4/00,DEVELOPMENT,Vertical,SPARKY MBR,WAINWRIGHT WAINWRIGHT E,WAINWRIGHT,,19880621,650,0,19880624,CAYMAN VENTURES LTD.,2,,19960101,Abandoned Zone Crude Oil,485.8,169.3,PRIMARY,,622,620,641.1,GENERAL PETROLEUM MBR,57542.5,WAINWRIGHT E,,BWL,AB4,Medicine Hat,0,271289.6,53528.805,20220830,8510.4,43131.6,19880623,651.5,14.57,18.83,67.57,1.54,2.56,205.16,21.34,2.83,,0,0,,704,2,2916,20,0134434,5,0,,659.2,23279.428,,0,6,CLASS G NEAT,Tonnes
100/16-32-024-19W4/08,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20011124,1465,0,20011202,PRECISION DRILLING CORPORATION,,,,Abandoned,483.87,463.3,PRIMARY,,,,1299.46,MANNVILLE GRP,,,YES,140,AB3,Calgary/Edmonton,,,,20130607,,,20011201,944,,,,,,,,,,,,,,,,,0261776,24,,,,,,,6.9,CLASS G NEAT,Tonnes
100/16-32-024-19W4/08,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20011124,1465,0,20011202,PRECISION DRILLING CORPORATION,,,,Abandoned,483.87,463.3,PRIMARY,,,,1299.46,MANNVILLE GRP,,,YES,140,AB3,Calgary/Edmonton,,,,20130607,,,20011201,944,,,,,,,,,,,,,,,,,0261776,24,,,,,,,11.4,LIGHT WEIGHT,Tonnes
100/16-32-024-19W4/08,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,HUSSAR,,20011124,1465,0,20011202,PRECISION DRILLING CORPORATION,,,,Abandoned,483.87,463.3,PRIMARY,,,,1299.46,MANNVILLE GRP,,,YES,140,AB3,Calgary/Edmonton,,,,20130607,,,20011201,944,,,,,,,,,,,,,,,,,0261776,24,,,,,,,6,GPSL/GPCEM/THX,Tonnes
100/02-01-001-08W4/00,OUTPOSTIEW,Vertical,,,COMREY,,19800804,1137,0,,,33,,,Abandoned Gas,653.29,434.8,PRIMARY,,679.5,646.8,1124,LIVINGSTONE FM,,,YES,BWL,AB3,Medicine Hat,,,,20181121,,,19800808,1085.1,,,,,,,,,,,,,,,,,0084688,10,,,,,,,11.5,CLASS G NEAT,Tonnes
100/14-22-016-20W4/00,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,LONG COULEE,,19851227,1355,0,19860102,BLUE-BIRD DRILLING CO LTD,,,,Abandoned Zone,471.42,443.6,PRIMARY,,,,1346.7,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,19931210,,,19860101,911.6,,,,,,,,,,,,,,,,,0120052,4,,,,,,,19.5,1:1:4 POZ,Tonnes
100/14-22-016-20W4/00,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,LONG COULEE,,19851227,1355,0,19860102,BLUE-BIRD DRILLING CO LTD,,,,Abandoned Zone,471.42,443.6,PRIMARY,,,,1346.7,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,19931210,,,19860101,911.6,,,,,,,,,,,,,,,,,0120052,4,,,,,,,18,CLASS G NEAT,Tonnes
100/10-05-002-11W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,KNAPPEN,,19840914,784,0,19840918,PRECISION DRILLING CORPORATION,1,,19980901,Abandoned Zone Gas,726.57,196.5,PRIMARY,,753.6,752.6,769,RIERDON FM,1752.947,,YES,BWL,AB3,Medicine Hat,0,662.94604,0,20051019,0,105.4,19840917,919.7,724.52,,40.03,110.51,,5.63,124.92,19.05,,0,0,,,,,,0108750,8,0,,287.9,10167.093,,0,15,CLASS G NEAT,Tonnes
100/10-05-002-11W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,KNAPPEN,,19840914,784,0,19840918,PRECISION DRILLING CORPORATION,1,,19980901,Abandoned Zone Gas,726.57,196.5,PRIMARY,,753.6,752.6,769,RIERDON FM,1752.947,,YES,BWL,AB3,Medicine Hat,0,662.94604,0,20051019,0,105.4,19840917,919.7,724.52,,40.03,110.51,,5.63,124.92,19.05,,0,0,,,,,,0108750,8,0,,287.9,10167.093,,0,5.3,CLASS G NEAT,Tonnes
100/10-05-002-11W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,KNAPPEN,,19840914,784,0,19840918,PRECISION DRILLING CORPORATION,1,,19980901,Abandoned Zone Gas,726.57,196.5,PRIMARY,,753.6,752.6,769,RIERDON FM,1752.947,,YES,BWL,AB3,Medicine Hat,0,662.94604,0,20051019,0,105.4,19840917,919.7,724.52,,40.03,110.51,,5.63,124.92,19.05,,0,0,,,,,,0108750,8,0,,287.9,10167.093,,0,17.3,1:1 POZ MIX,Tonnes
100/16-05-016-22W4/00,OUTPOST,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,LONG COULEE,,19910715,1565,0,19910723,PRECISION DRILLING CORPORATION,2,,20050801,Abandoned Crude Oil,657.53,330.4,PRIMARY,Waterflood,1492,1490,1537.5,LIVINGSTONE FM,118835.9,GLAUCONITIC Q,YES,BWL,AB3,Calgary/Edmonton,0,32330.885,107769.62,20160624,17134,5140.2,19910720,983.9,100.89,159.03,0.09,2.76,1.28,4.76,176.42,1.76,,0,0,,,1,14057,47,0149387,2,0,,1817.5,64184.406,,0,15.8,CLASS G NEAT,Cubic metres
100/16-05-016-22W4/00,OUTPOST,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,LONG COULEE,,19910715,1565,0,19910723,PRECISION DRILLING CORPORATION,2,,20050801,Abandoned Crude Oil,657.53,330.4,PRIMARY,Waterflood,1492,1490,1537.5,LIVINGSTONE FM,118835.9,GLAUCONITIC Q,YES,BWL,AB3,Calgary/Edmonton,0,32330.885,107769.62,20160624,17134,5140.2,19910720,983.9,100.89,159.03,0.09,2.76,1.28,4.76,176.42,1.76,,0,0,,,1,14057,47,0149387,2,0,,1817.5,64184.406,,0,31,LIGHT WEIGHT,Tonnes
100/16-05-016-22W4/00,OUTPOST,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,LONG COULEE,,19910715,1565,0,19910723,PRECISION DRILLING CORPORATION,2,,20050801,Abandoned Crude Oil,657.53,330.4,PRIMARY,Waterflood,1492,1490,1537.5,LIVINGSTONE FM,118835.9,GLAUCONITIC Q,YES,BWL,AB3,Calgary/Edmonton,0,32330.885,107769.62,20160624,17134,5140.2,19910720,983.9,100.89,159.03,0.09,2.76,1.28,4.76,176.42,1.76,,0,0,,,1,14057,47,0149387,2,0,,1817.5,64184.406,,0,12.5,CLASS G NEAT,Tonnes
100/12-35-049-16W4/00,OUTPOST,Vertical,LEA PARK FM,BRUCE BASAL BELLY RIVER U,BRUCE,,19961009,292,0,19961010,MID-WEST DRILLING LTD,8,,20040401,Abandoned Gas,347.74,334.5,PRIMARY,,210,202,265,LEA PARK FM,13414.702,BASAL BELLY RIVER U,,BWL,AB5,Calgary/Edmonton,0,2624.738,0,20100830,0,417.3,19961010,682.2,188.34,,1.2,16.36,,0.08,32.47,2.82,,0,0,,,,,,0191631,3,0,,2203.2,77805.27,,0,3,CLASS G NEAT,Cubic metres
100/12-35-049-16W4/00,OUTPOST,Vertical,LEA PARK FM,BRUCE BASAL BELLY RIVER U,BRUCE,,19961009,292,0,19961010,MID-WEST DRILLING LTD,8,,20040401,Abandoned Gas,347.74,334.5,PRIMARY,,210,202,265,LEA PARK FM,13414.702,BASAL BELLY RIVER U,,BWL,AB5,Calgary/Edmonton,0,2624.738,0,20100830,0,417.3,19961010,682.2,188.34,,1.2,16.36,,0.08,32.47,2.82,,0,0,,,,,,0191631,3,0,,2203.2,77805.27,,0,6.4,GPSL/GPCEM/THX,Tonnes
100/16-03-018-21W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,PAGEANT,,20030904,1465,0,20030913,CHAMPION DRILLING INC.,10,,20060801,Abandoned Gas,433.27,496.8,PRIMARY,,1151,1141.5,650.27,MILK RIVER FM,134.56107,,YES,140,AB3,Calgary/Edmonton,0,183.0335,0,20181021,0,29.1,20030908,925.5,125.66,,17.8,0.96,,1.34,21.67,0.17,,0,0,,,,,,0292103,3,0,,22.1,780.45416,,0,20,CLASS G NEAT,Tonnes
100/16-03-018-21W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,PAGEANT,,20030904,1465,0,20030913,CHAMPION DRILLING INC.,10,,20060801,Abandoned Gas,433.27,496.8,PRIMARY,,1151,1141.5,650.27,MILK RIVER FM,134.56107,,YES,140,AB3,Calgary/Edmonton,0,183.0335,0,20181021,0,29.1,20030908,925.5,125.66,,17.8,0.96,,1.34,21.67,0.17,,0,0,,,,,,0292103,3,0,,22.1,780.45416,,0,11.5,GPSL/GPCEM/THX,Tonnes
100/16-03-018-21W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,PAGEANT,,20030904,1465,0,20030913,CHAMPION DRILLING INC.,10,,20060801,Abandoned Gas,433.27,496.8,PRIMARY,,1151,1141.5,650.27,MILK RIVER FM,134.56107,,YES,140,AB3,Calgary/Edmonton,0,183.0335,0,20181021,0,29.1,20030908,925.5,125.66,,17.8,0.96,,1.34,21.67,0.17,,0,0,,,,,,0292103,3,0,,22.1,780.45416,,0,23,GPSL/GPCEM/THX,Slacks
100/16-21-018-21W4/02,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,PAGEANT BOW ISLAND I,PAGEANT,,20030827,1450,0,20030904,CHAMPION DRILLING INC.,2,,20190601,Abandoned Gas,430.02,489.2,PRIMARY,,1148.3,1146,649.39,MILK RIVER FM,49649.965,BOW ISLAND I,YES,140,AB3,Calgary/Edmonton,0,430.22305,0,20191106,0,68.4,20030901,914.9,196.6,,1.65,10.94,,0.83,34.36,2.29,0.4,75.47773,0,,,,,,0291734,2,12,,8142,287532.03,0.46,0,20,CLASS G NEAT,Tonnes
100/16-21-018-21W4/02,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,PAGEANT BOW ISLAND I,PAGEANT,,20030827,1450,0,20030904,CHAMPION DRILLING INC.,2,,20190601,Abandoned Gas,430.02,489.2,PRIMARY,,1148.3,1146,649.39,MILK RIVER FM,49649.965,BOW ISLAND I,YES,140,AB3,Calgary/Edmonton,0,430.22305,0,20191106,0,68.4,20030901,914.9,196.6,,1.65,10.94,,0.83,34.36,2.29,0.4,75.47773,0,,,,,,0291734,2,12,,8142,287532.03,0.46,0,10,GPSL/GPCEM/THX,Tonnes
100/06-26-038-19W4/03,NEW POOL WILDCAT,Vertical,EXSHAW FM,,GADSBY,,19930622,1345,0,19930629,PALLISER ENERGY CORP,3,,20070701,Abandoned Gas,509.2,315.8,PRIMARY,,1134,1131.5,1333.5,WABAMUN GRP,108.988365,,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20210326,0,0,19930627,820.8,37.85,,,6.87,,,6.53,1.18,,0,0,,,,,,0159069,6,0,,17.9,632.1325,,0,17,CLASS G NEAT,Tonnes
100/06-26-038-19W4/03,NEW POOL WILDCAT,Vertical,EXSHAW FM,,GADSBY,,19930622,1345,0,19930629,PALLISER ENERGY CORP,3,,20070701,Abandoned Gas,509.2,315.8,PRIMARY,,1134,1131.5,1333.5,WABAMUN GRP,108.988365,,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20210326,0,0,19930627,820.8,37.85,,,6.87,,,6.53,1.18,,0,0,,,,,,0159069,6,0,,17.9,632.1325,,0,32,1:1:2 POZ,Tonnes
100/06-26-038-19W4/03,NEW POOL WILDCAT,Vertical,EXSHAW FM,,GADSBY,,19930622,1345,0,19930629,PALLISER ENERGY CORP,3,,20070701,Abandoned Gas,509.2,315.8,PRIMARY,,1134,1131.5,1333.5,WABAMUN GRP,108.988365,,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20210326,0,0,19930627,820.8,37.85,,,6.87,,,6.53,1.18,,0,0,,,,,,0159069,6,0,,17.9,632.1325,,0,8.7,GPSL/GPCEM/THX,Tonnes
1A0/06-10-040-03W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 129,PROVOST,,19881120,909,879.39,19881124,ENSIGN DRILLING INC,1,,20110401,Abandoned Crude Oil,413.8,305.8,PRIMARY,,848,847,849.5,DINA MBR,107631.17,CUMMINGS I,,BWL,AB4,Medicine Hat,0,2021470.4,106238.68,20210531,16890.6,321388.1,19881123,715.5,2.15,37.4,0.61,0.15,1.26,4.05,37.77,1.29,,0,0,,,4,5430,30,0137339,3,0,,228.7,8076.4644,,0,12.1,CLASS G NEAT,Cubic metres
1A0/06-10-040-03W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 129,PROVOST,,19881120,909,879.39,19881124,ENSIGN DRILLING INC,1,,20110401,Abandoned Crude Oil,413.8,305.8,PRIMARY,,848,847,849.5,DINA MBR,107631.17,CUMMINGS I,,BWL,AB4,Medicine Hat,0,2021470.4,106238.68,20210531,16890.6,321388.1,19881123,715.5,2.15,37.4,0.61,0.15,1.26,4.05,37.77,1.29,,0,0,,,4,5430,30,0137339,3,0,,228.7,8076.4644,,0,16,1:1:2 POZ,Cubic metres
1A0/06-10-040-03W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 129,PROVOST,,19881120,909,879.39,19881124,ENSIGN DRILLING INC,1,,20110401,Abandoned Crude Oil,413.8,305.8,PRIMARY,,848,847,849.5,DINA MBR,107631.17,CUMMINGS I,,BWL,AB4,Medicine Hat,0,2021470.4,106238.68,20210531,16890.6,321388.1,19881123,715.5,2.15,37.4,0.61,0.15,1.26,4.05,37.77,1.29,,0,0,,,4,5430,30,0137339,3,0,,228.7,8076.4644,,0,10,CLASS G NEAT,Cubic metres
100/06-21-080-10W6/00,NEW POOL WILDCAT,Vertical,MONTNEY FM,GORDONDALE GETHING I,GORDONDALE,,19970312,1768,0,19970330,SATURN DRILLING INC.,6,,20080801,Abandoned Gas,208.96,572.8,PRIMARY,,1372.5,1366.5,1734,MONTNEY FM,38600.945,GETHING I,,BWL,AB7,Drayton Valley/Grande Prairie,0,12512.949,0,20110123,0,1989.4,19970327,777.2,1523.86,,1.77,0.92,,1.86,269.52,1.4,1.24,9338.482,0,,,,,,0199050,5,1484.7,,4806,169722.28,6.79,0,25,1:1:2 POZ,Tonnes
