UWI,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cement Amount,Cement Type,Cement Unit
100/16-34-012-05W4/00,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,MEDICINE HAT GLAUCONITIC C,MEDICINE HAT,,19890720,875,0,19890723,SIERRA DRILLING LTD,14,,20070401,Abandoned Crude Oil,560.8,182.3,WATER FLOOD,Waterflood,858.6,844.4,859,RIERDON FM,90581.05,GLAUCONITIC C,,BWL,AB3,Medicine Hat,0,1998.9019,89559.36,20160921,14238.8,317.8,19890722,739.7,5.03,42.08,0.05,0.31,5.26,6.56,42.95,5.31,,0,0,,,6,,,0140369,4,0,,167.8,5925.8013,,0,21,1:1 POZ MIX,Tonnes
100/11-27-068-06W6/00,OUTPOST,Vertical,SPIRIT RIVER FM,,ELMWORTH,,19940826,1854.6,0,19940907,TERROCO DRILLING COMPANY,,,,Abandoned,-99.35,806.3,PRIMARY,,,,1731,SPIRIT RIVER FM,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,19940907,,,19940905,702,,,,,,,,,,,,,,,,,0169748,,,,,,,,24,CLASS G NEAT,Tonnes
100/07-14-012-22W4/02,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,,,,Abandoned,758.3,231.7,PRIMARY,,,,1412.5,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20000504,,,19900528,985.5,,,,,,,,,,,,,,,,,0144072,7,,,,,,,18,CLASS A NEAT,Cubic metres
100/07-14-012-22W4/02,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,,,,Abandoned,758.3,231.7,PRIMARY,,,,1412.5,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20000504,,,19900528,985.5,,,,,,,,,,,,,,,,,0144072,7,,,,,,,9,CLASS G NEAT,Cubic metres
100/07-14-012-22W4/02,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,,,,Abandoned,758.3,231.7,PRIMARY,,,,1412.5,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20000504,,,19900528,985.5,,,,,,,,,,,,,,,,,0144072,7,,,,,,,5.8,CLASS G NEAT,Cubic metres
100/14-29-083-08W6/00,NEW POOL WILDCAT,Deviated,DEBOLT FM,,CECIL,,20000121,1715,1684.23,20000207,CAYMAN VENTURES LTD.,,,,Abandoned,373.61,295.5,PRIMARY,,,,1584.25,KISKATINAW FM,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20000212,,,20000201,664.6,,,,,,,,,,,,,,,,,0228840,,,,,,,,25,CLASS G NEAT,Tonnes
100/05-17-038-02W4/00,DEVELOPMENT,Vertical,WOODBEND GRP,,PROVOST,,19900202,865,0,19900205,TRI-CITY DRILLING INC.,,,,Abandoned & Re-Entered,441,266,PRIMARY,,,,850,WOODBEND GRP,,,YES,140,AB4,Medicine Hat,,,,20150520,,,19900204,703.7,,,,,,,,,,,,,,,,,0142997,3,,,,,,,14,CLASS A NEAT,Tonnes
100/05-17-038-02W4/00,DEVELOPMENT,Vertical,WOODBEND GRP,,PROVOST,,19900202,865,0,19900205,TRI-CITY DRILLING INC.,,,,Abandoned & Re-Entered,441,266,PRIMARY,,,,850,WOODBEND GRP,,,YES,140,AB4,Medicine Hat,,,,20150520,,,19900204,703.7,,,,,,,,,,,,,,,,,0142997,3,,,,,,,24,GPSL/GPCEM/THX,Tonnes
100/07-14-012-22W4/00,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,KEHO SUNBURST A,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,7,,19970701,Abandoned Zone Gas,758.3,231.7,PRIMARY,,1381.5,1375,1412.5,LIVINGSTONE FM,3603.9226,SUNBURST A,YES,BWL,AB3,Calgary/Edmonton,0,1107.0067,0,20000504,0,176,19900528,985.5,278.16,,8.34,50.94,,2.5,47.96,8.78,,0,0,,,,,,0144072,7,0,,591.9,20902.752,,0,18,CLASS A NEAT,Cubic metres
100/07-14-012-22W4/00,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,KEHO SUNBURST A,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,7,,19970701,Abandoned Zone Gas,758.3,231.7,PRIMARY,,1381.5,1375,1412.5,LIVINGSTONE FM,3603.9226,SUNBURST A,YES,BWL,AB3,Calgary/Edmonton,0,1107.0067,0,20000504,0,176,19900528,985.5,278.16,,8.34,50.94,,2.5,47.96,8.78,,0,0,,,,,,0144072,7,0,,591.9,20902.752,,0,9,CLASS G NEAT,Cubic metres
100/07-14-012-22W4/00,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,KEHO SUNBURST A,KEHO,,19900522,1445,0,19900530,BLUE-BIRD DRILLING CO LTD,7,,19970701,Abandoned Zone Gas,758.3,231.7,PRIMARY,,1381.5,1375,1412.5,LIVINGSTONE FM,3603.9226,SUNBURST A,YES,BWL,AB3,Calgary/Edmonton,0,1107.0067,0,20000504,0,176,19900528,985.5,278.16,,8.34,50.94,,2.5,47.96,8.78,,0,0,,,,,,0144072,7,0,,591.9,20902.752,,0,5.8,CLASS G NEAT,Cubic metres
100/04-03-051-07W5/00,DEVELOPMENT,Vertical,OSTRACOD SS,,PEMBINA,,19941019,1834,0,19941028,SEDCO DRILLING,,,,Abandoned,536.5,285.4,PRIMARY,,,,1811,NORDEGG MBR,,,,BWL,AB5,Drayton Valley/Grande Prairie,,,,19941028,,,19941025,816.7,,,,,,,,,,,,,,,,,0171322,,,,,,,,21,CLASS G NEAT,Tonnes
100/04-03-051-07W5/00,DEVELOPMENT,Vertical,OSTRACOD SS,,PEMBINA,,19941019,1834,0,19941028,SEDCO DRILLING,,,,Abandoned,536.5,285.4,PRIMARY,,,,1811,NORDEGG MBR,,,,BWL,AB5,Drayton Valley/Grande Prairie,,,,19941028,,,19941025,816.7,,,,,,,,,,,,,,,,,0171322,,,,,,,,2,CLASS G NEAT,Tonnes
102/08-30-038-04W4/00,DEEPER-POOLTEST,Vertical,DETRITAL =CRET=,PROVOST DINA U9U,PROVOST,,19940121,902,0,19940128,ARROWSTAR DRILLING CORPORATION,4,,19941101,Abandoned Crude Oil,376.7,327.8,PRIMARY,,872,868.5,894,WOODBEND GRP,910.1356,DINA U9U,YES,BWL,AB4,Medicine Hat,0,806.9827,910.1356,19970117,144.7,128.3,19940124,700.6,,9.55,1.98,,0.3,4.02,9.55,0.3,,0,0,,4,2,6390,33,0163987,1,0,,0,0,,0,11,CLASS A NEAT,Tonnes
102/08-30-038-04W4/00,DEEPER-POOLTEST,Vertical,DETRITAL =CRET=,PROVOST DINA U9U,PROVOST,,19940121,902,0,19940128,ARROWSTAR DRILLING CORPORATION,4,,19941101,Abandoned Crude Oil,376.7,327.8,PRIMARY,,872,868.5,894,WOODBEND GRP,910.1356,DINA U9U,YES,BWL,AB4,Medicine Hat,0,806.9827,910.1356,19970117,144.7,128.3,19940124,700.6,,9.55,1.98,,0.3,4.02,9.55,0.3,,0,0,,4,2,6390,33,0163987,1,0,,0,0,,0,14,1:1:4 POZ,Tonnes
106/16-16-040-13W4/00,DEVELOPMENT,Deviated,ELLERSLIE MBR,PROVOST ELLERSLIE D4D,PROVOST,,19880928,1045,1036.64,19881002,PRECISION DRILLING CORPORATION,4,,19960801,Abandoned Crude Oil,399.36,314.5,PRIMARY,,1009,1005.3,1034.7,WINTERBURN GRP,31517.443,ELLERSLIE D4D,,140,AB5,Medicine Hat,0,79554.78,29779.11,19960830,4734.5,12648.2,19881001,709.9,21.19,30,0.12,1.19,0.65,7.83,33.65,0.86,,0,0,,137,5,7874,39,0134699,3,0,,285.5,10082.337,,0,7,G + 15 PC SALT,Tonnes
100/05-02-040-04W4/02,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,PROVOST COMMINGLED POOL 025,PROVOST,DISPOSAL,19861103,845,844.92,19861107,BORDER DRILLING COMPANY LIMITED,26,20121101,,Abandoned Water Disposal,390.25,283.7,PRIMARY,II,835,808.7,840.5,WOODBEND GRP,0,CUMMINGS H2H,,BWL,AB4,Medicine Hat,0,0,0,20191031,0,0,19861106,669.7,,,,,,,,,,0,115226.5,0,30,5,5654,28,0123205,8,0,0,0,0,,724752.9,14,CLASS G NEAT,Tonnes
100/05-02-040-04W4/02,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,PROVOST COMMINGLED POOL 025,PROVOST,DISPOSAL,19861103,845,844.92,19861107,BORDER DRILLING COMPANY LIMITED,26,20121101,,Abandoned Water Disposal,390.25,283.7,PRIMARY,II,835,808.7,840.5,WOODBEND GRP,0,CUMMINGS H2H,,BWL,AB4,Medicine Hat,0,0,0,20191031,0,0,19861106,669.7,,,,,,,,,,0,115226.5,0,30,5,5654,28,0123205,8,0,0,0,0,,724752.9,10.5,CLASS G NEAT,Tonnes
104/07-34-040-12W4/00,DEVELOPMENT,Deviated,DINA MBR,,PROVOST,DISPOSAL,19970501,1026,999.9,19970508,KINNELL DRILLING LTD.,22,20120601,,Abandoned Zone Water Disposal,398.95,336.1,WATER FLOOD,II,1007,985.5,994.12,ELLERSLIE MBR,0,,,BWL,AB4,Medicine Hat,0,0,0,20161014,0,0,19970507,729.8,,,,,,,,,,0,232646.48,0,,,,,0199630,2,0,0,0,0,,1463302.4,18,CLASS A NEAT,Tonnes
104/07-34-040-12W4/00,DEVELOPMENT,Deviated,DINA MBR,,PROVOST,DISPOSAL,19970501,1026,999.9,19970508,KINNELL DRILLING LTD.,22,20120601,,Abandoned Zone Water Disposal,398.95,336.1,WATER FLOOD,II,1007,985.5,994.12,ELLERSLIE MBR,0,,,BWL,AB4,Medicine Hat,0,0,0,20161014,0,0,19970507,729.8,,,,,,,,,,0,232646.48,0,,,,,0199630,2,0,0,0,0,,1463302.4,14,LIGHT WEIGHT,Tonnes
104/07-34-040-12W4/00,DEVELOPMENT,Deviated,DINA MBR,,PROVOST,DISPOSAL,19970501,1026,999.9,19970508,KINNELL DRILLING LTD.,22,20120601,,Abandoned Zone Water Disposal,398.95,336.1,WATER FLOOD,II,1007,985.5,994.12,ELLERSLIE MBR,0,,,BWL,AB4,Medicine Hat,0,0,0,20161014,0,0,19970507,729.8,,,,,,,,,,0,232646.48,0,,,,,0199630,2,0,0,0,0,,1463302.4,11,GPSL/GPCEM/THX,Tonnes
100/07-32-060-22W4/02,NEW POOL WILDCAT,Vertical,MANNVILLE GRP,,THORHILD,,19910602,859,0,19910607,TRI-CITY DRILLING INC.,5,,19990701,Abandoned Gas,445.39,229.9,PRIMARY,,515,510,842.5,ELLERSLIE MBR,238.67844,,,BWL,AB5,Athabasca/Peace River,0,75.47773,0,20010814,0,12,19910605,671.7,56.37,,3.61,22.69,,1.24,9.72,3.91,,0,0,,,,,,0148799,2,0,,39.2,1384.335,,0,12,CLASS A NEAT,Tonnes
100/04-13-034-06W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 135,PROVOST,,19981117,987,0,19981120,ARTISAN CORPORATION,3,,20020901,Abandoned Zone Gas,365.3,404.2,PRIMARY,,937,934,979.34,STETTLER FM,82844.46,COLONY Z4Z,YES,BWL,AB3,Medicine Hat,0,199.38701,0,20061212,0,31.7,19981119,765.5,964.89,,0.22,2.76,,0.81,166.74,1.62,1.14,35.22294,0,,,,,,0218618,5,5.6,,13600.4,480293.6,0.38,0,12,CLASS G NEAT,Tonnes
100/04-13-034-06W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 135,PROVOST,,19981117,987,0,19981120,ARTISAN CORPORATION,3,,20020901,Abandoned Zone Gas,365.3,404.2,PRIMARY,,937,934,979.34,STETTLER FM,82844.46,COLONY Z4Z,YES,BWL,AB3,Medicine Hat,0,199.38701,0,20061212,0,31.7,19981119,765.5,964.89,,0.22,2.76,,0.81,166.74,1.62,1.14,35.22294,0,,,,,,0218618,5,5.6,,13600.4,480293.6,0.38,0,16,1:1:2 POZ,Tonnes
100/04-13-034-06W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 135,PROVOST,,19981117,987,0,19981120,ARTISAN CORPORATION,3,,20020901,Abandoned Zone Gas,365.3,404.2,PRIMARY,,937,934,979.34,STETTLER FM,82844.46,COLONY Z4Z,YES,BWL,AB3,Medicine Hat,0,199.38701,0,20061212,0,31.7,19981119,765.5,964.89,,0.22,2.76,,0.81,166.74,1.62,1.14,35.22294,0,,,,,,0218618,5,5.6,,13600.4,480293.6,0.38,0,5,CLASS G NEAT,Tonnes
102/09-28-005-05W4/00,DEVELOPMENT,Vertical,SUNBURST-SWIFT,MANYBERRIES SUNBURST Q,MANYBERRIES,,19960813,1117,0,19960817,TRI-CITY DRILLING INC.,7,,20170501,Abandoned Crude Oil,480.4,512.1,WATER FLOOD,Waterflood,1081,1074,1093,RIERDON FM,33839.688,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,538589.56,31474.213,20201113,5004,85628.9,19960815,988.3,11.06,22.46,42.44,0.19,1.64,35.53,24.37,1.67,,0,0,,,2,8568,33,0189378,2,0,,388.5,13719.748,,0,12,CLASS G NEAT,Tonnes
102/09-28-005-05W4/00,DEVELOPMENT,Vertical,SUNBURST-SWIFT,MANYBERRIES SUNBURST Q,MANYBERRIES,,19960813,1117,0,19960817,TRI-CITY DRILLING INC.,7,,20170501,Abandoned Crude Oil,480.4,512.1,WATER FLOOD,Waterflood,1081,1074,1093,RIERDON FM,33839.688,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,538589.56,31474.213,20201113,5004,85628.9,19960815,988.3,11.06,22.46,42.44,0.19,1.64,35.53,24.37,1.67,,0,0,,,2,8568,33,0189378,2,0,,388.5,13719.748,,0,17,1:1:2 POZ,Tonnes
102/09-28-005-05W4/00,DEVELOPMENT,Vertical,SUNBURST-SWIFT,MANYBERRIES SUNBURST Q,MANYBERRIES,,19960813,1117,0,19960817,TRI-CITY DRILLING INC.,7,,20170501,Abandoned Crude Oil,480.4,512.1,WATER FLOOD,Waterflood,1081,1074,1093,RIERDON FM,33839.688,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,538589.56,31474.213,20201113,5004,85628.9,19960815,988.3,11.06,22.46,42.44,0.19,1.64,35.53,24.37,1.67,,0,0,,,2,8568,33,0189378,2,0,,388.5,13719.748,,0,5,GPSL/GPCEM/THX,Tonnes
100/02-13-032-25W4/03,DEVELOPMENT,Vertical,BANFF FM,,TWINING,,19860225,1735,0,19860310,BODOR DRILLING LTD,,,,Abandoned Zone,302.08,592.3,PRIMARY,,,,1715,BANFF FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20160822,,,19860307,890.4,,,,,,,,,,,,,,,,,0122677,9,,,,,,,30,CLASS G NEAT,Tonnes
100/02-13-032-25W4/03,DEVELOPMENT,Vertical,BANFF FM,,TWINING,,19860225,1735,0,19860310,BODOR DRILLING LTD,,,,Abandoned Zone,302.08,592.3,PRIMARY,,,,1715,BANFF FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20160822,,,19860307,890.4,,,,,,,,,,,,,,,,,0122677,9,,,,,,,25.2,1:1:2 POZ,Tonnes
100/02-13-032-25W4/03,DEVELOPMENT,Vertical,BANFF FM,,TWINING,,19860225,1735,0,19860310,BODOR DRILLING LTD,,,,Abandoned Zone,302.08,592.3,PRIMARY,,,,1715,BANFF FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20160822,,,19860307,890.4,,,,,,,,,,,,,,,,,0122677,9,,,,,,,8.5,CLASS G NEAT,Tonnes
100/10-06-045-11W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,VIKING-KINSELLA SPARKY I,VIKING-KINSELLA,INJECTION,19930328,845,0,19930330,PRECISION DRILLING CORPORATION,2,19960301,19950701,Abandoned Zone Water Injection,422.1,281.6,PRIMARY,Waterflood,773.7,772,823,GLAUCONITIC SS,9051.029,SPARKY I,YES,BWL,AB4,Medicine Hat,0,16869.273,7927.0483,,1260.3,2682,19930329,699.9,9.55,27.67,37.89,5.45,3.08,12.6,29.32,4.02,,0,594,0,140,2,5262,30,0157362,1,0,0,184.6,6519.0874,,3736.1477,16.5,CLASS G NEAT,Tonnes
100/10-06-045-11W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,VIKING-KINSELLA SPARKY I,VIKING-KINSELLA,INJECTION,19930328,845,0,19930330,PRECISION DRILLING CORPORATION,2,19960301,19950701,Abandoned Zone Water Injection,422.1,281.6,PRIMARY,Waterflood,773.7,772,823,GLAUCONITIC SS,9051.029,SPARKY I,YES,BWL,AB4,Medicine Hat,0,16869.273,7927.0483,,1260.3,2682,19930329,699.9,9.55,27.67,37.89,5.45,3.08,12.6,29.32,4.02,,0,594,0,140,2,5262,30,0157362,1,0,0,184.6,6519.0874,,3736.1477,16,G + 4 PC GEL,Tonnes
100/10-06-045-11W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,VIKING-KINSELLA SPARKY I,VIKING-KINSELLA,INJECTION,19930328,845,0,19930330,PRECISION DRILLING CORPORATION,2,19960301,19950701,Abandoned Zone Water Injection,422.1,281.6,PRIMARY,Waterflood,773.7,772,823,GLAUCONITIC SS,9051.029,SPARKY I,YES,BWL,AB4,Medicine Hat,0,16869.273,7927.0483,,1260.3,2682,19930329,699.9,9.55,27.67,37.89,5.45,3.08,12.6,29.32,4.02,,0,594,0,140,2,5262,30,0157362,1,0,0,184.6,6519.0874,,3736.1477,6,CLASS G NEAT,Tonnes
100/03-16-068-08W6/00,DEVELOPMENT,Vertical,DUNVEGAN FM,WAPITI DUNVEGAN B,WAPITI,,19880929,1720,0,19881011,ARROWSTAR DRILLING CORPORATION,4,,20230501,Pumping Crude Oil,-125.58,924.7,PRIMARY,,1563,1559,1688,SHAFTESBURY FM,337713.62,DUNVEGAN B,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,261.65613,173988.75,,27662,41.6,19881008,794.5,36.12,196.85,0.03,28.75,1.77,0.03,203.07,6.72,,0,0,,1800,2,7463,50,0136654,1,0,,26889.8,949604.3,,0,20.2,CLASS G NEAT,Tonnes
100/03-16-068-08W6/00,DEVELOPMENT,Vertical,DUNVEGAN FM,WAPITI DUNVEGAN B,WAPITI,,19880929,1720,0,19881011,ARROWSTAR DRILLING CORPORATION,4,,20230501,Pumping Crude Oil,-125.58,924.7,PRIMARY,,1563,1559,1688,SHAFTESBURY FM,337713.62,DUNVEGAN B,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,261.65613,173988.75,,27662,41.6,19881008,794.5,36.12,196.85,0.03,28.75,1.77,0.03,203.07,6.72,,0,0,,1800,2,7463,50,0136654,1,0,,26889.8,949604.3,,0,10,1:1:2 POZ,Tonnes
100/03-16-068-08W6/00,DEVELOPMENT,Vertical,DUNVEGAN FM,WAPITI DUNVEGAN B,WAPITI,,19880929,1720,0,19881011,ARROWSTAR DRILLING CORPORATION,4,,20230501,Pumping Crude Oil,-125.58,924.7,PRIMARY,,1563,1559,1688,SHAFTESBURY FM,337713.62,DUNVEGAN B,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,261.65613,173988.75,,27662,41.6,19881008,794.5,36.12,196.85,0.03,28.75,1.77,0.03,203.07,6.72,,0,0,,1800,2,7463,50,0136654,1,0,,26889.8,949604.3,,0,31,CLASS G NEAT,Tonnes
100/07-17-087-12W5/02,NEW POOL WILDCAT,Vertical,GRANITE WASH,EVI GILWOOD QQ,EVI,,19900325,1645,0,19900407,CAYMAN VENTURES LTD.,,,19901001,Abandoned Crude Oil,487.46,130.9,PRIMARY,,,,1625.5,PRECAMBRIAN SYSTEM,145.25441,GILWOOD QQ,,BWL,AB7,Athabasca/Peace River,0,3491.4739,144.03667,20090331,22.9,555.1,19900405,614.3,0.36,2.64,79.63,0.12,2.36,57.24,2.7,2.38,,0,0,,32,1,11441,57,0143819,2,0,,0.2,7.0629334,,0,39,CLASS G NEAT,Tonnes
100/07-17-087-12W5/02,NEW POOL WILDCAT,Vertical,GRANITE WASH,EVI GILWOOD QQ,EVI,,19900325,1645,0,19900407,CAYMAN VENTURES LTD.,,,19901001,Abandoned Crude Oil,487.46,130.9,PRIMARY,,,,1625.5,PRECAMBRIAN SYSTEM,145.25441,GILWOOD QQ,,BWL,AB7,Athabasca/Peace River,0,3491.4739,144.03667,20090331,22.9,555.1,19900405,614.3,0.36,2.64,79.63,0.12,2.36,57.24,2.7,2.38,,0,0,,32,1,11441,57,0143819,2,0,,0.2,7.0629334,,0,3.2,CLASS G NEAT,Tonnes
100/07-17-087-12W5/02,NEW POOL WILDCAT,Vertical,GRANITE WASH,EVI GILWOOD QQ,EVI,,19900325,1645,0,19900407,CAYMAN VENTURES LTD.,,,19901001,Abandoned Crude Oil,487.46,130.9,PRIMARY,,,,1625.5,PRECAMBRIAN SYSTEM,145.25441,GILWOOD QQ,,BWL,AB7,Athabasca/Peace River,0,3491.4739,144.03667,20090331,22.9,555.1,19900405,614.3,0.36,2.64,79.63,0.12,2.36,57.24,2.7,2.38,,0,0,,32,1,11441,57,0143819,2,0,,0.2,7.0629334,,0,37,1:1:2 POZ,Tonnes
100/07-17-087-12W5/02,NEW POOL WILDCAT,Vertical,GRANITE WASH,EVI GILWOOD QQ,EVI,,19900325,1645,0,19900407,CAYMAN VENTURES LTD.,,,19901001,Abandoned Crude Oil,487.46,130.9,PRIMARY,,,,1625.5,PRECAMBRIAN SYSTEM,145.25441,GILWOOD QQ,,BWL,AB7,Athabasca/Peace River,0,3491.4739,144.03667,20090331,22.9,555.1,19900405,614.3,0.36,2.64,79.63,0.12,2.36,57.24,2.7,2.38,,0,0,,32,1,11441,57,0143819,2,0,,0.2,7.0629334,,0,14,CLASS G NEAT,Tonnes
100/07-17-087-12W5/02,NEW POOL WILDCAT,Vertical,GRANITE WASH,EVI GILWOOD QQ,EVI,,19900325,1645,0,19900407,CAYMAN VENTURES LTD.,,,19901001,Abandoned Crude Oil,487.46,130.9,PRIMARY,,,,1625.5,PRECAMBRIAN SYSTEM,145.25441,GILWOOD QQ,,BWL,AB7,Athabasca/Peace River,0,3491.4739,144.03667,20090331,22.9,555.1,19900405,614.3,0.36,2.64,79.63,0.12,2.36,57.24,2.7,2.38,,0,0,,32,1,11441,57,0143819,2,0,,0.2,7.0629334,,0,34.5,1:1:2 POZ,Tonnes
103/08-25-040-11W4/02,DEVELOPMENT,Deviated,DINA MBR,,PROVOST,,19930719,1200,989.54,19930723,PRECISION DRILLING CORPORATION,,,,Abandoned,389.43,345,PRIMARY,,,,1157,ELLERSLIE MBR,,,,BWL,AB4,Medicine Hat,,,,19930723,,,19930722,730.5,,,,,,,,,,,,,,,,,0158745,,,,,,,,19.7,CLASS G NEAT,Cubic metres
100/06-08-072-07W6/00,OUTPOST,Vertical,MONTNEY FM,WEMBLEY MFP8524 HALFWAY,WEMBLEY,,19850612,2245,0,19850703,KENTING HI-TOWER DRILLING,6,,19951101,Abandoned Zone Crude Oil,155.8,577.8,PRIMARY,Waterflood and CCP,2162,2156,2232,MONTNEY FM,174.47719,MFP8524 HALFWAY,YES,BWL,AB7,Drayton Valley/Grande Prairie,0,471.1068,86.799385,20000709,13.8,74.9,19850627,729.4,10.03,312.91,727.52,8.34,0.95,5.18,314.64,2.39,,0,0,,,4,20907,76,0114363,9,0,,14.4,508.5312,,0,36,CLASS G NEAT,Tonnes
100/06-08-072-07W6/00,OUTPOST,Vertical,MONTNEY FM,WEMBLEY MFP8524 HALFWAY,WEMBLEY,,19850612,2245,0,19850703,KENTING HI-TOWER DRILLING,6,,19951101,Abandoned Zone Crude Oil,155.8,577.8,PRIMARY,Waterflood and CCP,2162,2156,2232,MONTNEY FM,174.47719,MFP8524 HALFWAY,YES,BWL,AB7,Drayton Valley/Grande Prairie,0,471.1068,86.799385,20000709,13.8,74.9,19850627,729.4,10.03,312.91,727.52,8.34,0.95,5.18,314.64,2.39,,0,0,,,4,20907,76,0114363,9,0,,14.4,508.5312,,0,80.3,CLASS G NEAT,Tonnes
1D0/10-27-040-12W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,,PROVOST,,19880718,1000,0,19880722,ENSIGN DRILLING INC.,,,,Abandoned,399.2,336.3,PRIMARY,,,,981.6,ELLERSLIE MBR,,,,BWL,AB4,Medicine Hat,,,,19880722,,,19880721,730.9,,,,,,,,,,,,,,,,,0133684,,,,,,,,12,CLASS A NEAT,Tonnes
100/09-21-023-24W4/03,NEW POOL WILDCAT,Vertical,DETRITAL =CRET=,CAVALIER COMMINGLED MFP9501,CAVALIER,,19950626,1687,0,19950629,PRECISION DRILLING CORPORATION,129,,,Abandoned Zone  Commingled,455.7,483.9,PRIMARY,,718,589,872,MILK RIVER FM,,LOWER EDMONTON O,YES,BWL,AB3,Calgary/Edmonton,,,,20201103,,,19950628,936,,,,,,,,,,,,,100,3,11110,49,0164364,5,,,,,,,17,CLASS G NEAT,Tonnes
100/09-21-023-24W4/03,NEW POOL WILDCAT,Vertical,DETRITAL =CRET=,CAVALIER COMMINGLED MFP9501,CAVALIER,,19950626,1687,0,19950629,PRECISION DRILLING CORPORATION,129,,,Abandoned Zone  Commingled,455.7,483.9,PRIMARY,,718,589,872,MILK RIVER FM,,LOWER EDMONTON O,YES,BWL,AB3,Calgary/Edmonton,,,,20201103,,,19950628,936,,,,,,,,,,,,,100,3,11110,49,0164364,5,,,,,,,17,CLASS G NEAT,Tonnes
100/04-02-023-25W4/03,DEVELOPMENT,Deviated,SHUNDA FM,ENTICE COMMINGLED MFP9501,ENTICE,,19970806,1875,1786.85,19970821,ARTISAN CORPORATION,600,,,Abandoned Zone  Commingled,440.4,520.5,,,882,282.5,1616,MANNVILLE GRP,,EDMONTON F,YES,BWL,AB3,Calgary/Edmonton,,,,20141204,,,19970817,955.9,,,,,,,,,,,,,,,,,0204331,22,,,,,,,15.9,CLASS G NEAT,Cubic metres
